Entity,Code,Year,Hydropower (terawatt-hours),Wind (terawatt-hours),Solar (terawatt-hours),Other renewables (modern biofuels; geothermal; wave & tidal) (terawatt-hours)
Africa,,2002,82.94512330883522,0.435064,0.02331313131313106,1.5363684210526316
Africa,,2003,81.10014890029548,0.621187,0.02331313131313106,1.9140000000000001
Africa,,2004,87.43446635242678,0.7862669999999998,0.02532323232323206,2.292
Africa,,2005,89.3045544516506,0.8222990000000001,0.028323232323232056,2.2827
Africa,,2006,96.57064358275115,0.86144,0.03193333333333306,3.08399
Africa,,2007,94.64260312334322,1.182661,0.03385761633333306,2.4141500000000002
Africa,,2008,96.72956337834336,1.291401,0.0891147993059358,2.519322
Africa,,2009,98.43312123482767,1.681591,0.1267655503333331,2.8541221900000004
Africa,,2010,108.0390669182357,2.3686969999999996,0.24557092282828247,3.207342064
Africa,,2011,104.93295855479903,2.411056,0.4009341926919182,3.1728566109999994
Africa,,2012,112.8685075361636,2.4314261999999998,0.5459243130680077,3.2729235462105275
Africa,,2013,118.24138567572416,3.2825801,0.81273131220101,3.5505375899999994
Africa,,2014,123.65310514656319,5.323814851,1.8065177992010097,4.712818028
Africa,,2015,118.89910102025837,8.852923501327005,3.534706303600001,6.3038926050000015
Africa,,2016,114.12652319500357,11.213078480349987,4.712725862459121,6.277311493943389
Algeria,DZA,1965,0.3933266,0,0,0
Algeria,DZA,1966,0.3623908,0,0,0
Algeria,DZA,1967,0.4065848,0,0,0
Algeria,DZA,1968,0.5568444,0,0,0
Algeria,DZA,1969,0.3623908,0,0,0
Algeria,DZA,1970,0.5833608,0,0,0
Algeria,DZA,1971,0.3270356,0,0,0
Algeria,DZA,1972,0.4993922,0,0,0
Algeria,DZA,1973,0.7557174,0,0,0
Algeria,DZA,1974,0.4993922,0,0,0
Algeria,DZA,1975,0.3270356,0,0,0
Algeria,DZA,1976,0.3844878,0,0,0
Algeria,DZA,1977,0.2695834,0,0,0
Algeria,DZA,1978,0.2563252,0,0,0
Algeria,DZA,1979,0.2916804,0,0,0
Algeria,DZA,1980,0.2563252,0,0,0
Algeria,DZA,1981,0.3623908,0,0,0
Algeria,DZA,1982,0.4772952,0,0,0
Algeria,DZA,1983,0.2342282,0,0,0
Algeria,DZA,1984,0.4551982,0,0,0
Algeria,DZA,1985,0.6496518,0,0,0
Algeria,DZA,1986,0.2563252,0,0,0
Algeria,DZA,1987,0.4993922,0,0,0
Algeria,DZA,1988,0.1856148,0,0,0
Algeria,DZA,1989,0.2695834,0,0,0
Algeria,DZA,1990,0.1370014,0,0,0
Algeria,DZA,1991,0.2916804,0,0,0
Algeria,DZA,1992,0.198873,0,0,0
Algeria,DZA,1993,0.353552,0,0,0
Algeria,DZA,1994,0.1679372,0,0,0
Algeria,DZA,1995,0.1944536,0,0,0
Algeria,DZA,1996,0.1370014,0,0,0
Algeria,DZA,1997,0.0751298,0,0,0
Algeria,DZA,1998,0.2165506,0,0,0
Algeria,DZA,1999,0.2032924,0,0,0
Algeria,DZA,2000,0.0530328,0,0,0
Algeria,DZA,2001,0.0707104,0,0,0
Algeria,DZA,2002,0.0574522,0,0,0
Algeria,DZA,2003,0.265164,0,0,0
Algeria,DZA,2004,0.2519058,0,0,0
Algeria,DZA,2005,0.5552999999999999,0,0,0
Algeria,DZA,2006,0.2176,0,0,0
Algeria,DZA,2007,0.226,0,0,0
Algeria,DZA,2008,0.283,0,0,0
Algeria,DZA,2009,0.342,0,0,0
Algeria,DZA,2010,0.173,0,0.0091,0
Algeria,DZA,2011,0.378,0,0.01811875,0
Algeria,DZA,2012,0.389,0,0.02672301369863014,0
Algeria,DZA,2013,0.099,0,0.028600000000000004,0
Algeria,DZA,2014,0.193,0.001,0.06,0
Algeria,DZA,2015,0.145,0.019,0.058,0
Algeria,DZA,2016,0.072,0.01905205479452055,0.205,0
Argentina,ARG,1965,1.2109156,0,0,0
Argentina,ARG,1966,1.2285932,0,0,0
Argentina,ARG,1967,1.2551096,0,0,0
Argentina,ARG,1968,1.480499,0,0,0
Argentina,ARG,1969,1.32582,0,0,0
Argentina,ARG,1970,1.5158542,0,0,0.05619863945578232
Argentina,ARG,1971,1.524693,0,0,0.05897108843537415
Argentina,ARG,1972,1.4849184,0,0,0.077863139329806
Argentina,ARG,1973,2.960998,0,0,0.05866734693877551
Argentina,ARG,1974,4.971825,0,0,0.060377999999999994
Argentina,ARG,1975,5.1353428,0,0,0.0690188679245283
Argentina,ARG,1976,4.9408892,0,0,0.059888775510204086
Argentina,ARG,1977,5.7054454,0,0,0.06467023060796645
Argentina,ARG,1978,7.6632396,0,0,0.06408910256410257
Argentina,ARG,1979,10.5358496,0,0,0.09973604166666668
Argentina,ARG,1980,14.9729272,0,0,0.10214634146341463
Argentina,ARG,1981,14.5000514,0,0,0.08829074074074074
Argentina,ARG,1982,17.4964046,0,0,0.118389366786141
Argentina,ARG,1983,18.207928,0,0,0.1598320413436693
Argentina,ARG,1984,19.6486524,0,0,0.12550169376693765
Argentina,ARG,1985,20.6562756,0,0,0.13637088888888887
Argentina,ARG,1986,21.0275052,0,0,0.14105132850241545
Argentina,ARG,1987,21.8892882,0,0,0.14887105263157896
Argentina,ARG,1988,15.8037744,0,0,0.16214151061173532
Argentina,ARG,1989,13.3289104,0,0,0.16042383040935673
Argentina,ARG,1990,18.1681534,0,0,0.13024387860082304
Argentina,ARG,1991,16.4313292,0,0,0.12423899371069182
Argentina,ARG,1992,20.005050505050267,0,0,0.12718397435897436
Argentina,ARG,1993,23.84747474747446,0,0,0.14399095679012347
Argentina,ARG,1994,28.278787878787526,0,0,0.15582631578947367
Argentina,ARG,1995,28.612121212120858,0,0,0.14857813608695652
Argentina,ARG,1996,26.018181818181517,0.009618,0,0.4404800823045268
Argentina,ARG,1997,33.195959595959195,0.014592,0,0.5886456666666667
Argentina,ARG,1998,32.57878787878748,0.032541,0.000017,0.5986353801169589
Argentina,ARG,1999,26.807070707070398,0.034781,0.000026,0.805191111111111
Argentina,ARG,2000,34.10101010100971,0.034758,0.000036,0.8357164444444445
Argentina,ARG,2001,41.92626262626211,0.049361,0.000043,0.7563318386914835
Argentina,ARG,2002,41.50505050504999,0.073405,0.000047,1.067168992248062
Argentina,ARG,2003,39.10808080808034,0.077954,0.000065,1.2934673591438466
Argentina,ARG,2004,35.487878787878365,0.07244599999999997,0.00007,1.1297910990566036
Argentina,ARG,2005,39.609090909090455,0.071719665,0.000081,1.1627684750567013
Argentina,ARG,2006,43.831,0.06964000000000001,0.00009,1.70827720126257
Argentina,ARG,2007,38.081,0.06159299999999999,0.0001089,1.6714924765018049
Argentina,ARG,2008,37.522,0.04195107799999999,0.0001437,1.8018086695567974
Argentina,ARG,2009,41.212,0.036831528599999996,0.00007608399999999999,1.8344684981545065
Argentina,ARG,2010,40.874,0.025351606199999998,0.00008588999999999999,2.1274930140445205
Argentina,ARG,2011,39.978,0.026590549999999998,0.0016140000000000002,2.16711860934136
Argentina,ARG,2012,37.307,0.3698619993329999,0.008172966799999999,2.2305504488636365
Argentina,ARG,2013,41.089,0.453354876,0.015074078999999995,2.3245282104000005
Argentina,ARG,2014,41.298,0.7311919999999998,0.015944,2.8408391140363642
Argentina,ARG,2015,42.2609,0.5933349629999998,0.014682999999999998,2.1504215290088435
Argentina,ARG,2016,38.3728972,0.5470548358859999,0.014271875999999998,2.342691582330041
Asia Pacific,,1965,150.55759628909578,0,0,1.6440000000000001
Asia Pacific,,1966,163.38778128909578,0,0,1.643
Asia Pacific,,1967,154.02279748909578,0,0,1.424
Asia Pacific,,1968,164.44686208909576,0,0,1.577
Asia Pacific,,1969,175.38332128909576,0,0,1.608
Asia Pacific,,1970,179.11867208909578,0,0,1.776704
Asia Pacific,,1971,194.69191188909576,0,0,1.7546110000000001
Asia Pacific,,1972,203.60902248909576,0,0,1.785591
Asia Pacific,,1973,197.17903228909577,0,0,1.8349980000000001
Asia Pacific,,1974,215.16336417798448,0,0,2.496269105263172
Asia Pacific,,1975,229.4817130565862,0,0,2.654334368421063
Asia Pacific,,1976,232.71207419193976,0,0,2.5870645789473827
Asia Pacific,,1977,225.82364731315187,0,0,2.622443473684224
Asia Pacific,,1978,235.11674245254585,0,0,2.917471368421065
Asia Pacific,,1979,255.17275374346073,0,0,3.712920421052644
Asia Pacific,,1980,271.6225906053111,0,0,5.173433157894749
Asia Pacific,,1981,288.8969017459492,0,0,7.071965421052642
Asia Pacific,,1982,279.79908498417916,0,0,15.951894263157907
Asia Pacific,,1983,300.64712748643353,0,0,18.067806421052644
Asia Pacific,,1984,297.1641353422232,0,0,19.74213742105264
Asia Pacific,,1985,319.709852828781,0,0,20.791486815209378
Asia Pacific,,1986,322.88546484879515,0,0,21.689889711106435
Asia Pacific,,1987,328.0604442410786,0,0,22.009749736842114
Asia Pacific,,1988,353.6690414147865,0,0,23.82670436842107
Asia Pacific,,1989,387.2186955724784,0,0,25.9293627894737
Asia Pacific,,1990,398.88303143387975,0.03232323232323194,0.003,22.045068086070444
Asia Pacific,,1991,409.65308653145325,0.12200090909090898,0.010470202020201998,22.53676422952986
Asia Pacific,,1992,401.6886302495441,0.22047404040403884,0.027721212121212098,22.764739590041728
Asia Pacific,,1993,441.84145695242466,0.3108366666666641,0.04322121212121209,22.753449143539843
Asia Pacific,,1994,446.1341605405246,0.58642646464646,0.0545313131313131,26.229179505474235
Asia Pacific,,1995,482.56509278627425,1.1225609090909028,0.0717914141414141,30.719614034513736
Asia Pacific,,1996,473.6077365515016,0.992164662444443,0.09829191919191908,31.247778269846506
Asia Pacific,,1997,471.8776913681512,1.214869233414139,0.14815686609243106,35.11107430008776
Asia Pacific,,1998,511.2392537110401,1.491388550434339,0.20305824999999988,38.101856399093606
Asia Pacific,,1999,499.0163173781117,2.063723137707062,0.28603602020202007,41.1124350895131
Asia Pacific,,2000,518.9513693495416,2.5633537358686778,0.4269070424104052,42.79416405667095
Asia Pacific,,2001,571.0937806945236,3.516863857100998,0.6046531434609101,43.626797179938386
Asia Pacific,,2002,581.9854563688921,4.066197046671098,0.825702344323232,45.46537420314339
Asia Pacific,,2003,595.3309100321047,5.340072455327664,1.112103739474747,47.748839096024284
Asia Pacific,,2004,683.7248881161603,9.186525828368064,1.4584004680149436,51.48587094433157
Asia Pacific,,2005,727.5000160756382,12.020324940620572,1.844419184035146,59.69443276301759
Asia Pacific,,2006,800.6750259869108,18.77375813254985,2.2603242648484847,63.68745069580183
Asia Pacific,,2007,852.3011986842446,24.332530076963984,2.6677304706647926,70.02910880866463
Asia Pacific,,2008,996.6592393798509,35.03721124432767,3.249251751797868,77.37487665729205
Asia Pacific,,2009,965.838926980292,56.74413631671077,4.3070858477294545,86.2855883064039
Asia Pacific,,2010,1094.8508070990645,76.91540594924459,6.848653697156769,97.82647455278594
Asia Pacific,,2011,1115.8386643676376,110.41980027780315,11.871427411035361,106.23161714060203
Asia Pacific,,2012,1279.0128347013044,143.4843615193202,16.771927042593234,112.93714586890785
Asia Pacific,,2013,1364.6049288751321,194.98451883138347,31.52345189138054,122.7552014103943
Asia Pacific,,2014,1509.1247803893723,210.56289029222592,61.68599042305207,138.6426198851825
Asia Pacific,,2015,1567.3410170423754,243.2756203086629,95.49859498229759,159.31917839323685
Asia Pacific,,2016,1626.8190571266123,315.02614380090495,145.9957430950972,177.59392790330452
Australia,AUS,1965,7.689756,0,0,0.296
Australia,AUS,1966,7.3450428,0,0,0.284
Australia,AUS,1967,7.6057874,0,0,0.29
Australia,AUS,1968,7.9505006,0,0,0.282
Australia,AUS,1969,8.684121,0,0,0.281
Australia,AUS,1970,10.170687,0,0,0.261
Australia,AUS,1971,11.5074428,0,0,0.263
Australia,AUS,1972,11.5533144,0,0,0.28
Australia,AUS,1973,12.2858392,0,0,0.338
Australia,AUS,1974,13.8739202,0,0,0.429
Australia,AUS,1975,14.887801600000001,0,0,0.489
Australia,AUS,1976,14.1538588,0,0,0.484
Australia,AUS,1977,13.543950200000001,0,0,0.429
Australia,AUS,1978,14.6753494,0,0,0.405
Australia,AUS,1979,14.246055599999998,0,0,0.418
Australia,AUS,1980,13.466597799999999,0,0,0.385
Australia,AUS,1981,13.866343800000001,0,0,0.404
Australia,AUS,1982,12.770334,0,0,0.516
Australia,AUS,1983,12.123648,0,0,0.431
Australia,AUS,1984,13.1259488,0,0,0.441
Australia,AUS,1985,13.9405106,0,0,0.456
Australia,AUS,1986,14.0257988,0,0,0.46
Australia,AUS,1987,13.613795999999999,0,0,0.47
Australia,AUS,1988,14.3344436,0,0,0.731
Australia,AUS,1989,14.253669,0,0,0.81
Australia,AUS,1990,14.759500000000001,0,0,0.7595
Australia,AUS,1991,15.6535,0,0.00545,0.7195
Australia,AUS,1992,15.941499999999998,0,0.012100000000000001,0.67
Australia,AUS,1993,16.386999999999997,0.002,0.014600000000000002,0.67
Australia,AUS,1994,16.15,0.0055,0.0174,0.6965
Australia,AUS,1995,15.631,0.007,0.02115,0.8255
Australia,AUS,1996,15.968499999999999,0.007,0.0256,0.9465
Australia,AUS,1997,15.9525,0.0075,0.03065,0.997
Australia,AUS,1998,15.798,0.018,0.0356,1.081
Australia,AUS,1999,16.2815,0.043,0.040600000000000004,1.1335
Australia,AUS,2000,16.4665,0.134,0.04675,0.8895
Australia,AUS,2001,16.1235,0.287,0.05415,0.7975
Australia,AUS,2002,16.095,0.53355,0.0583,1.2668
Australia,AUS,2003,16.21055,0.70405,0.06319999999999999,1.6918000000000002
Australia,AUS,2004,15.686650000000002,0.795,0.07294999999999999,2.8152500000000003
Australia,AUS,2005,15.4657,1.29905,0.08405,3.871
Australia,AUS,2006,14.945100000000002,2.1620999999999997,0.0975,3.9325
Australia,AUS,2007,13.048950000000001,2.8521,0.11375,4.2749999999999995
Australia,AUS,2008,11.81515,3.45845,0.1392,3.6961
Australia,AUS,2009,12.64205,4.43775,0.2902420300821664,2.7868000000000004
Australia,AUS,2010,13.745999999999999,4.985,0.9776482798208956,2.4415500000000003
Australia,AUS,2011,19.634,6.432,2.0445465700987997,2.57395
Australia,AUS,2012,17.083000000000002,7.725,2.412,3.09785
Australia,AUS,2013,19.144,9.259,3.8474,3.33165
Australia,AUS,2014,14.532,9.777,4.952,3.56024
Australia,AUS,2015,13.949,11.802,5.958,3.3433222814013095
Australia,AUS,2016,17.854900027181856,13.190886713286714,7.1578800000000005,3.352482068473642
Austria,AUT,1965,16.083,0,0,0
Austria,AUT,1966,17.331,0,0,0
Austria,AUT,1967,17.698,0,0,0
Austria,AUT,1968,18.185,0,0,0
Austria,AUT,1969,16.718,0,0,0
Austria,AUT,1970,21.2897,0,0,0
Austria,AUT,1971,16.8201,0,0,0
Austria,AUT,1972,17.287599999999998,0,0,0
Austria,AUT,1973,19.2092,0,0,0
Austria,AUT,1974,22.7122,0,0,0
Austria,AUT,1975,23.7952,0,0,0
Austria,AUT,1976,20.5656,0,0,0
Austria,AUT,1977,24.9208,0,0,0
Austria,AUT,1978,24.9408,0,0,0
Austria,AUT,1979,28.096799999999998,0,0,0
Austria,AUT,1980,29.109900000000003,0,0,0
Austria,AUT,1981,30.8473,0,0,0
Austria,AUT,1982,30.8963,0,0,0
Austria,AUT,1983,30.6063,0,0,0
Austria,AUT,1984,26.849563999999997,0,0,0
Austria,AUT,1985,30.775146,0,0,0
Austria,AUT,1986,30.903927,0,0,1.287501
Austria,AUT,1987,35.387991,0,0,0.9058160000000001
Austria,AUT,1988,35.304088,0,0,1.0469600000000001
Austria,AUT,1989,35.08243,0,0,1.1044500000000002
Austria,AUT,1990,31.509,0,0,1.142485
Austria,AUT,1991,31.4434,0,0,1.225832
Austria,AUT,1992,34.8484,0,0,1.3291639999998914
Austria,AUT,1993,36.705555999999994,0,0.001,1.3611110000000033
Austria,AUT,1994,35.7075,0,0.001,1.210555
Austria,AUT,1995,37.067222,0.001,0.001,1.857221
Austria,AUT,1996,34.216111000000005,0.005,0.001,1.5894439999999999
Austria,AUT,1997,36.105278000000006,0.02,0.002,1.7113889999999998
Austria,AUT,1998,37.16333300000001,0.045,0.002,1.842777
Austria,AUT,1999,40.699120799999996,0.051,0.002,1.596911818881517
Austria,AUT,2000,41.835650550450005,0.067,0.003,1.5282793199999998
Austria,AUT,2001,40.45548165033019,0.172,0.005,1.6678119999999996
Austria,AUT,2002,40.22700280913331,0.203,0.009,1.520444
Austria,AUT,2003,33.214992039975016,0.366,0.015,1.711921
Austria,AUT,2004,36.762283,0.924,0.018,2.0597299999999996
Austria,AUT,2005,37.095138337044474,1.3312767567447965,0.021018,2.3871583550766564
Austria,AUT,2006,35.65608476963841,1.7527929836760736,0.022387,3.3886796363542353
Austria,AUT,2007,37.05417013732708,2.0371,0.024238,4.217777446121331
Austria,AUT,2008,38.329491042362136,2.011257408682779,0.030119910000000007,4.302304139778408
Austria,AUT,2009,40.89630336469739,1.954040168131744,0.04891428,4.277982167399921
Austria,AUT,2010,38.363418292681246,2.0639137360418474,0.08881314,4.463430080982535
Austria,AUT,2011,34.24289944726007,1.9362363601421613,0.17406996,4.504831838162906
Austria,AUT,2012,43.80547201730726,2.4620290190466725,0.3374830500000001,4.605099700824994
Austria,AUT,2013,42.044321290009755,3.153231562469477,0.625974,4.584015253708937
Austria,AUT,2014,41.00982621324147,3.8457680345196685,0.7852460000000001,4.303104852019085
Austria,AUT,2015,37.05605533644498,4.840343101748367,0.937098,4.409360363533961
Austria,AUT,2016,39.67990362571444,5.1605659774499,1.0735473270307363,4.593077479157094
Azerbaijan,AZE,1985,1.3125618,0,0,0
Azerbaijan,AZE,1986,0.8043308,0,0,0
Azerbaijan,AZE,1987,0.8043308,0,0,0
Azerbaijan,AZE,1988,0.6982652,0,0,0
Azerbaijan,AZE,1989,0.6982652,0,0,0
Azerbaijan,AZE,1990,0.6982652,0,0,0
Azerbaijan,AZE,1991,1.7545018,0,0,0
Azerbaijan,AZE,1992,1.745663,0,0,0
Azerbaijan,AZE,1993,2.3953148,0,0,0
Azerbaijan,AZE,1994,1.8252122,0,0,0
Azerbaijan,AZE,1995,1.5600482,0,0,0
Azerbaijan,AZE,1996,1.5335318,0,0,0
Azerbaijan,AZE,1997,1.7103078,0,0,0
Azerbaijan,AZE,1998,1.9533748,0,0,0
Azerbaijan,AZE,1999,1.5114348,0,0,0
Azerbaijan,AZE,2000,1.534,0,0,0
Azerbaijan,AZE,2001,1.301,0,0,0
Azerbaijan,AZE,2002,2.02,0,0,0
Azerbaijan,AZE,2003,2.47,0,0,0
Azerbaijan,AZE,2004,2.755,0,0,0
Azerbaijan,AZE,2005,3.0094000000000003,0,0,0
Azerbaijan,AZE,2006,2.518,0,0,0
Azerbaijan,AZE,2007,2.364,0,0,0
Azerbaijan,AZE,2008,2.232,0,0,0
Azerbaijan,AZE,2009,2.3084000000000002,0.0021,0,0
Azerbaijan,AZE,2010,3.4463000000000004,0.0005,0,0
Azerbaijan,AZE,2011,2.6758,0,0,0
Azerbaijan,AZE,2012,1.821,0,0,0
Azerbaijan,AZE,2013,1.4890999999999999,0.0008,0.0008,0.067
Azerbaijan,AZE,2014,1.2997,0.0023,0.0029,0.08367835757057315
Azerbaijan,AZE,2015,1.6375,0.0046,0.0046,0.09090000000000001
Azerbaijan,AZE,2016,1.9589,0.0178,0.0619,0.08725
Bangladesh,BGD,1965,0,0,0,0
Bangladesh,BGD,1966,0,0,0,0
Bangladesh,BGD,1967,0,0,0,0
Bangladesh,BGD,1968,0,0,0,0
Bangladesh,BGD,1969,0,0,0,0
Bangladesh,BGD,1970,0,0,0,0
Bangladesh,BGD,1971,0,0,0,0
Bangladesh,BGD,1972,0.175,0,0,0
Bangladesh,BGD,1973,0.331,0,0,0
Bangladesh,BGD,1974,0.243,0,0,0
Bangladesh,BGD,1975,0.436,0,0,0
Bangladesh,BGD,1976,0.494,0,0,0
Bangladesh,BGD,1977,0.437,0,0,0
Bangladesh,BGD,1978,0.506,0,0,0
Bangladesh,BGD,1979,0.587,0,0,0
Bangladesh,BGD,1980,0.583,0,0,0
Bangladesh,BGD,1981,0.625,0,0,0
Bangladesh,BGD,1982,0.523,0,0,0
Bangladesh,BGD,1983,0.662,0,0,0
Bangladesh,BGD,1984,0.897,0,0,0
Bangladesh,BGD,1985,0.739,0,0,0
Bangladesh,BGD,1986,0.45,0,0,0
Bangladesh,BGD,1987,0.517,0,0,0
Bangladesh,BGD,1988,0.675,0,0,0
Bangladesh,BGD,1989,0.92,0,0,0
Bangladesh,BGD,1990,0.884,0,0,0
Bangladesh,BGD,1991,0.838,0,0,0
Bangladesh,BGD,1992,0.796,0,0,0
Bangladesh,BGD,1993,0.608,0,0,0
Bangladesh,BGD,1994,0.847,0,0,0
Bangladesh,BGD,1995,0.372,0,0,0
Bangladesh,BGD,1996,0.739,0,0,0
Bangladesh,BGD,1997,0.719,0,0,0
Bangladesh,BGD,1998,0.865,0,0,0
Bangladesh,BGD,1999,0.833,0,0,0
Bangladesh,BGD,2000,0.749,0,0.0010101010101009982,0
Bangladesh,BGD,2001,0.993,0,0.0010101010101009982,0
Bangladesh,BGD,2002,0.749,0,0.0020202020202019963,0
Bangladesh,BGD,2003,0.749,0,0.0030303030303029943,0
Bangladesh,BGD,2004,0.749,0,0.004040404040403993,0
Bangladesh,BGD,2005,0.749,0.0010101010101009982,0.005050505050504991,0
Bangladesh,BGD,2006,0.749,0.0020202020202019963,0.010101010101009982,0
Bangladesh,BGD,2007,0.749,0.0020202020202019963,0.020202020202019964,0
Bangladesh,BGD,2008,0.95,0.0020202020202019963,0.020202020202019964,0
Bangladesh,BGD,2009,0.417,0.0020202020202019963,0.037,0
Bangladesh,BGD,2010,0.729,0.0020202020202019963,0.055,0
Bangladesh,BGD,2011,0.872,0.0020202020202019963,0.078,0
Bangladesh,BGD,2012,0.777,0.0020257368202573423,0.108,0
Bangladesh,BGD,2013,0.7283787280000001,0.004,0.136,0
Bangladesh,BGD,2014,0.566453438,0.004,0.145,0
Bangladesh,BGD,2015,0.8981464549999999,0.004,0.18139442231075625,0
Bangladesh,BGD,2016,0.884632595,0.004010958904,0.21027888446214893,0
Belarus,BLR,1985,0.022097,0,0,0
Belarus,BLR,1986,0.022097,0,0,0
Belarus,BLR,1987,0.022097,0,0,0
Belarus,BLR,1988,0.022097,0,0,0
Belarus,BLR,1989,0.022097,0,0,0
Belarus,BLR,1990,0.022097,0,0,0
Belarus,BLR,1991,0.022097,0,0,0
Belarus,BLR,1992,0.022097,0,0,0
Belarus,BLR,1993,0.022097,0,0,0
Belarus,BLR,1994,0.022097,0,0,0
Belarus,BLR,1995,0.022097,0,0,0
Belarus,BLR,1996,0.0176776,0,0,0
Belarus,BLR,1997,0.022097,0,0,0
Belarus,BLR,1998,0.0265164,0,0,0.09894736842105334
Belarus,BLR,1999,0.0176776,0,0,0.10315789473684284
Belarus,BLR,2000,0.022097,0,0,0
Belarus,BLR,2001,0.0309358,0,0,0
Belarus,BLR,2002,0.0265164,0,0,0
Belarus,BLR,2003,0.0265164,0,0,0
Belarus,BLR,2004,0.0132582,0.0010101010101009982,0,0
Belarus,BLR,2005,0.036,0.001,0,0
Belarus,BLR,2006,0.035,0.001,0,0.002
Belarus,BLR,2007,0.035,0.001,0,0.014
Belarus,BLR,2008,0.039,0.001,0,0.033
Belarus,BLR,2009,0.045,0.001,0,0.06
Belarus,BLR,2010,0.045,0.001,0,0.084
Belarus,BLR,2011,0.042,0.004,0,0.095
Belarus,BLR,2012,0.072,0.006,0,0.095
Belarus,BLR,2013,0.138,0.008,0.0004,0.12
Belarus,BLR,2014,0.121,0.009,0.002,0.118
Belarus,BLR,2015,0.107,0.026,0.007,0.118
Belarus,BLR,2016,0.1072931506849315,0.1564273973,0.028777777777777777,0.11832328767123287
Belgium,BEL,1965,0.272,0,0,0
Belgium,BEL,1966,0.299,0,0,0
Belgium,BEL,1967,0.238,0,0,0
Belgium,BEL,1968,0.244,0,0,0
Belgium,BEL,1969,0.23,0,0,0
Belgium,BEL,1970,0.246,0,0,0
Belgium,BEL,1971,0.134,0,0,0
Belgium,BEL,1972,0.17999999999999994,0,0,0
Belgium,BEL,1973,0.17099999999999999,0,0,0.116
Belgium,BEL,1974,0.24000000000000005,0,0,0.108
Belgium,BEL,1975,0.183,0,0,0.083
Belgium,BEL,1976,0.10900000000000001,0,0,0.057
Belgium,BEL,1977,0.224,0,0,0.247
Belgium,BEL,1978,0.22299999999999998,0,0,0.26
Belgium,BEL,1979,0.23399999999999993,0,0,0.315
Belgium,BEL,1980,0.2779999999999999,0,0,0.3
Belgium,BEL,1981,0.381,0,0,0.291
Belgium,BEL,1982,0.33299999999999996,0,0,0.046
Belgium,BEL,1983,0.33599999999999997,0,0,0.022
Belgium,BEL,1984,0.3510000000000001,0,0,0.024
Belgium,BEL,1985,0.28700000000000014,0,0,0.053
Belgium,BEL,1986,0.34299999999999997,0,0,0.119
Belgium,BEL,1987,0.42900000000000005,0.006,0,0.142
Belgium,BEL,1988,0.359,0.008,0,0.18
Belgium,BEL,1989,0.30499999999999994,0.007,0,0.191
Belgium,BEL,1990,0.266,0.007,0,0.282
Belgium,BEL,1991,0.22899999999999998,0.008,0,0.299
Belgium,BEL,1992,0.34099999999999997,0.009,0,0.267
Belgium,BEL,1993,0.254,0.008,0,0.245
Belgium,BEL,1994,0.346,0.009,0,0.245
Belgium,BEL,1995,0.33799999999999997,0.009,0,0.321
Belgium,BEL,1996,0.239,0.008,0,0.314
Belgium,BEL,1997,0.30499999999999994,0.008,0,0.275
Belgium,BEL,1998,0.389,0.011,0,0.359
Belgium,BEL,1999,0.3410000000000002,0.013,0,0.496
Belgium,BEL,2000,0.45999999999999996,0.016,0,0.568
